aliphatic_index,boman,charge_ph3,charge_ph7,charge_ph11,hydrophobicity,instability_index,isoelectric_point,molecular_weight
57.55102040816327,1.0851020408163266,4.154395727017608,-5.882199674142554,-12.7690006281061,-0.06938775510204086,82.80000000000001,4.392504308838397,6070.987840000001
87.33333333333333,2.147333333333333,5.88910387538634,2.0917314266771454,-0.7232813677196575,-0.55,69.17999999999999,10.430541354231536,3668.2984399999996
39.6875,2.71375,4.995584162645799,3.0867506331639545,-2.0158150217938298,-1.21875,13.687500000000002,10.3274035891518,3835.2682400000003
68.0,2.888,4.073017520739466,1.9392548612062546,-0.7948655707731522,-0.39999999999999997,27.4,9.82337546069175,2255.59524
118.57142857142856,0.600714285714286,3.17950455836547,2.9976826429402426,1.2356745777559879,0.28571428571428564,60.69285714285714,12.51647814642638,1687.0817399999999
97.33333333333334,0.9293333333333338,0.7604220414066187,-1.9993509208516833,-2.9853604556225735,0.006666666666666643,0.8333333333333345,3.8760121087543666,1733.9591399999995
20.71428571428571,1.405,3.179497951474641,2.935707927014885,0.23718585159889982,-0.39999999999999997,124.70000000000002,11.481192552484572,1987.4496399999996
51.87500000000001,3.4187499999999997,7.8358567972898365,3.028973968242158,-3.470461841036819,-1.2156250000000002,74.54375,9.661691681481898,4261.897239999999
42.5,-0.6631250000000001,1.1794781606453777,0.7500821243910651,-3.9793156274155503,1.04375,33.93125,7.9168518567457795,1895.3208399999999
39.0,0.8744999999999999,-0.18633774306022766,-2.001122732297243,-2.9533088554226117,0.13499999999999995,42.43000000000001,3.49188149953261,2167.33394
63.0,0.2949999999999999,3.6519301954832297,-2.9399277876812278,-8.518956053198034,0.40249999999999997,45.25,4.65756252175197,4889.9265399999995
48.75,1.9825,6.1765075553684685,3.270409915667515,1.2357045774559907,-0.9750000000000001,90.5875,12.516480558551848,2084.43744
105.8695652173913,0.1563043478260869,4.942337369733909,2.0268427625361607,-3.299442426721937,0.6891304347826087,9.391304347826086,9.27534840349108,4977.990640000001
89.19999999999999,1.3772,5.178505557035339,4.088588422549083,2.2036327996281178,0.49200000000000005,30.016000000000005,12.807428107596934,2911.5382399999994
103.79310344827586,-0.48620689655172405,2.7594094274777223,-1.0363796750703183,-9.023553131443085,0.7000000000000001,50.565517241379304,5.514103659894317,3499.2038399999997
35.45454545454545,6.028181818181818,5.125265341833316,3.0903635452948937,1.203632977456027,-2.372727272727273,86.01818181818182,12.222636424936354,1496.69504
105.62499999999999,-0.5339583333333334,4.179484593886136,3.8103213245420973,-3.116428455189373,0.8645833333333331,30.604166666666668,9.52673405688256,5438.67584
73.125,0.03437499999999977,1.126264173598117,-0.0022364401500729603,-3.489947267648521,0.425,13.962500000000002,6.395413115154952,2150.5220400000003
64.76190476190476,0.10380952380952371,-0.0034234394924202993,-1.066095175032545,-5.636385995180298,0.3238095238095239,16.01904761904762,3.749970254022628,2727.10324
91.0,1.7076666666666669,4.943343035654528,2.9984885213556858,0.09670680830942469,-0.2233333333333334,94.75666666666667,11.092033280991018,3983.7002400000006
11.6,1.0151999999999999,0.8901028777098652,-1.9991644190309454,-4.595084255508175,-0.5359999999999999,52.044000000000004,3.927550298627466,3076.40634
164.375,-1.4325,2.178505416982099,1.0871892505649623,-1.7750763021753568,1.4625,80.6625,9.17420503590256,2050.51994
52.0,1.8606666666666667,4.963546580596753,-1.7236284188190618,-5.341966866249653,-1.1333333333333333,88.69333333333333,6.217341023031622,3693.24564
22.941176470588236,3.007058823529411,1.9655447264016022,-2.9040094300151726,-3.985350011575559,-1.7,72.25294117647059,4.187400960829109,2391.67854
52.0,4.2186666666666675,4.995584420416273,3.089326629255843,1.9184939876975475,-1.3,62.92666666666667,12.500055092386901,1954.24554
123.33333333333334,-1.353333333333333,1.179504473913936,0.9968388513224302,-1.5950846558323502,0.9533333333333334,14.466666666666667,9.298300650902092,1596.8893399999997
97.05882352941177,4.640588235294118,6.628742973191333,2.179983240404626,-0.7232716341387608,-1.1823529411764704,86.86470588235295,10.430648348294199,2174.49664
41.53846153846153,1.3046153846153847,3.995577614448022,2.0253626736423547,-2.552529683120903,-0.7653846153846153,100.7423076923077,9.299342506565154,3129.55064
91.76470588235294,1.2217647058823526,1.1795045882086928,0.9979809880924972,0.01463927721280256,0.14117647058823526,30.458823529411763,10.550002220086753,1759.9394399999999
55.42857142857143,1.8174285714285712,5.89008311131456,2.815453568358289,-2.570807677875786,-0.005714285714285681,56.37714285714285,8.985181496478617,3977.72754
131.42857142857142,1.010714285714286,-0.47573933926429834,-4.997126002650619,-5.953308455098435,0.8214285714285714,15.328571428571431,3.1960637795273215,1521.6412399999997
97.5,0.34562500000000007,2.1795045586966015,1.9976859542404928,0.26772635578385917,0.58125,16.950000000000003,11.651775666512549,2031.52264
63.24324324324324,-0.2683783783783785,0.8890905222137051,-3.0336105545571925,-8.634864365781565,0.5675675675675677,34.42162162162162,3.9263061112724245,4431.155839999999
182.0,-1.5313333333333332,1.9955843922287058,0.08904484060483875,-1.7002118216199116,1.3533333333333337,5.966666666666664,7.549350681714714,1734.1171399999998
78.75,3.0475,3.996583307120517,2.997275401576684,0.3087600547523941,-0.38749999999999996,34.53125,11.430787461809814,2013.33004
55.71428571428571,1.7385714285714287,0.8358637761347298,-3.905334757305728,-4.95329836670724,-1.1785714285714286,66.97857142857143,3.7775191324763,1695.8052399999997
45.625,1.601875,1.0187782499301303,-2.968606371604403,-5.846649927176765,-0.5562500000000001,65.621875,3.978658875916153,3568.87284
26.0,2.1746666666666665,1.6307277624010699,-1.1257744393635216,-5.624113752169325,-0.5200000000000002,41.160000000000004,4.311893253121525,1943.18124
35.925925925925924,0.545925925925926,-0.47575941527817445,-5.185601393081632,-11.633363002501941,-0.09629629629629625,36.70370370370371,3.1960556271951646,3433.8791400000005
95.0,1.9107142857142858,1.7605316641266124,-10.869137627161544,-13.698689257567755,-0.2880952380952381,40.919047619047625,3.608514956664294,4937.452739999999
128.8235294117647,0.4247058823529412,4.446814199401526,0.027524475588483144,-4.939439178058759,0.5470588235294117,17.444117647058825,7.358915449120104,3826.5710400000003
55.714285714285715,0.6564285714285715,1.9965767568247863,0.9358659999183858,-2.4456234691059446,-0.06428571428571425,8.007142857142856,8.540492971427739,1611.8940399999997
40.3448275862069,3.7224137931034478,6.574503871616198,0.2738129021298443,-1.0814857453378266,-1.1206896551724141,22.948275862068957,7.811824849806726,3646.09634
60.00000000000001,1.4261538461538463,3.179497951474641,2.935707927014885,0.23718585159889982,0.2923076923076924,-7.5307692307692315,11.481192552484572,1555.0269399999997
93.19999999999999,0.43320000000000003,1.9433364856899276,-0.06291756900236345,-3.6256249375210428,0.66,4.192000000000002,6.31437032809481,2925.4129400000006
